,sents_leicht,sents_standard,sim
131,Lebens-Hilfe Landes-Verband Hamburg e. V.,Lebenshilfe Landesverband Hamburg e. V.,0.9863972558511167
132,Der PARITÄTISCHE Wohl-Fahrts-Verband Hamburg e. V.,Der PARITÄTISCHE Wohlfahrtsverband Hamburg e. V.,0.9961605764108569
133,"Sozial-Verband Deutschland, SoVD Hamburg","Sozialverband Deutschland, SoVD Hamburg",0.976831589485001
134,Sozial-Verband VdK Hamburg,Sozialverband VdK Hamburg,0.9659618078683272
135,Das sind die Ziele Alle Menschen sollen gut und sicher mobil sein.,"und die Freie und Hansestadt Hamburg, Behörde für Verkehr und Mobilitätswende, sind sich über eine dauerhafte und zielgerichtete Zusammenarbeit auf folgender Grundlage einig:",0.7194356366146929
136,Alle Menschen sollen gut und sicher zu den Sachen kommen. Zum Beispiel zur Arbeit.,Präambel,0.1662796941607746
137,Oder zu Freunden. Oder zu Veranstaltungen.,Das Bündnis „Mobilitätswende – nur mit uns!“ und die Behörde für Verkehr und Mobilitätswende (BVM) unterstützen die Mobilitätswende und die damit verbundenen Ziele zur Verbesserung der Lebensqualität.,0.4064743101960634
138,Das ist wichtig für alle Menschen. Wenn sie jung sind.,"Wir wollen, dass mit der Mobilitätswende für alle Menschen eine gute und sichere Mobilität auf nachhaltige Weise gewährleistet wird.",0.7070309516246989
139,Oder sie alt sind. Oder wenn sie wenig Geld haben. Oder wenn sie nicht so gut laufen können. Alle Menschen sollen das gleiche Recht haben.,"Die Mobilität ist entscheidend für die Würde und Selbstbestimmung aller Menschen, für soziale und kulturelle Teilhabe, unabhängig von Alter, Einkommen und individuellen Fähigkeiten.",0.6085169664125925
140,Deshalb müssen die Verkehrs-Mittel für alle Menschen gut sein. Und die Wege müssen für alle Menschen gut sein. Damit alle Menschen gut zu Fuß gehen können. Zum Beispiel:,Darum müssen Verkehrsmittel und Verkehrswege auch aus der Sicht der Nutzerinnen und Nutzer zugänglich und für jeden Menschen gleichermaßen komfortabel nutzbar sein.,0.8031776146064294
141,Menschen mit Behinderung Kinder Ältere Menschen,"Wege, die für mobilitätseingeschränkte Menschen, Kinder, Seniorinnen und Senioren gut nutzbar sind, laden auch alle anderen Menschen ein, autofreie Mobilität auszuprobieren und zu leben.",0.6674763922543807
142,Eltern mit Kinder-Wagen Manche Menschen können nicht so schnell laufen. Manche Menschen können nicht so gut sehen.,Bestandteil einer Mobilitätswende für alle ist eine konsequente Fortsetzung der Barrierefreiheit im Sinne des Hamburgischen Behindertengleichstellungsgesetzes und die Beachtung anerkannter Regeln der Technik.,0.3645199719916232
143,Daran will Hamburg bei der Planung denken. Und daran will Hamburg bei den Bau-Arbeiten denken. So sollen Bus und Bahn barriere-frei werden,"Auf dem Weg der Mobilitätswende wollen wir den Menschen in Hamburg in respektvoller und an ihre jeweiligen Bedürfnisse angepasster Weise begegnen, sie in Planungsprozessen ernst nehmen und auch den „schwächeren"" Verkehrsteilnehmenden gute und sichere Wege bereitstellen. Die barrierefreie Benutzbarkeit von ÖPNV-Angeboten und Straßenverkehrsanlagen wird weiterhin in der Planung, in der Realisierung sowie im laufenden Betrieb zu berücksichtigt.",0.6903361856060405
144,Alle Menschen sollen Bus und Bahn nutzen können.,Was wir gemeinsam erreichen wollen Der Ausbau des Fuß- und Radverkehrs sowie des ÖPNV ist die Voraussetzung für das erfolgreiche Gelingen der Mobilitätswende in Hamburg.,0.4573441167857146
145,Dafür müssen die Infos gut sein.,"Autoarme Quartiere, eine größere Vielfalt an Verkehrsträgern so-wie ausreichend breite, sichere und komfortable Gehwege und Radverkehrsanlagen sind wichtige Ziele der Mobilitätswende.",0.6783363581432316
146,An den Bus-Halte-Stellen. Und den Bahn-Höfen.,Gleichzeitig dürfen keine neuen Barrieren entstehen und vorhandene Barrieren müssen konsequent abgebaut werden. Der ÖPNV ist das Rückgrat einer inklusiven Stadtgesellschaft.,0.4390493543152438
147,Die Infos müssen: gut zu sehen sein. gut zu hören sein. gut zu lesen sein.,"Damit er von allen Fahrgästen ohne besondere Erschwernis und möglichst ohne Assistenz genutzt werden kann, wollen wir Fahrgastinformationen, gut auffindbar, seh- und hörbar, leserlich und verständlich für jeden Fahrgast zugänglich machen.",0.711379764256097
148,Die Bahn-Höfe müssen barriere-frei gebaut sein. Die Bus-Halte-Stellen müssen barriere-frei gebaut sein.,"Neben den nahezu vollständig umgerüsteten Schnellbahnhaltestellen sollen perspektivisch auch alle Bushaltestellen und das Umfeld der Haltestellen barrierefrei ausgebaut werden. Dazu ist eine Steigerung der bisherigen Anstrengungen beim barrierefreien Ausbau der Bushaltestellen erforderlich. ÖPNV-Angebote, Taxis und Linienbedarfsverkehre müssen ohne technische und ökonomische Schranken, erschwinglich und barrierefrei sein.",0.7409409893700318
149,Es gibt auch andere Verkehrs-Mittel. Als Busse und Bahnen. Zum Beispiel Moia. Diese Verkehrs-Mittel sollen auch barriere-frei sein.,Das Sozialticket soll beim Erwerb eines bundesweit geltenden Klimatickets Deutschland (49 Euro Ticket/“Deutschlandticket“) angerechnet werden können.,0.2800424044510249
150,So sollen Fuß-Wege barriere-frei werden Die Wege sollen gut sein für Menschen mit Roll-Stuhl. Oder mit Kinder-Wagen .,"Gut ausgebaute und sichere Gehwege sind für alle Menschen eine wichtige Mobilitätsvoraussetzung. Wir wollen, dass Gehwege für Menschen mit Rollstuhl, Kinderwagen und Rollatoren ausreichend dimensioniert und barrierefrei ausgebaut werden.",0.8394473080701491
151,​​​​​​​Die Wege sollen auch für Geh-Hilfen gut sein.,"Wir wollen dafür sorgen, dass durch Pflege und Instandsetzung Wege, Treppen, Bodenindikatoren, Schilder und technische Einrichtungen auf Dauer barrierefrei bleiben und Veraltetes zeitnah auf den neuesten Stand der Technik gebracht wird.",0.7466678973143658
152,Die Wege sollen breit genug sein. Die Wege sollen barriere-frei sein.,"Bei der Aufteilung von Ver-kehrsflächen sollen Gehwege nicht eingeschränkt, sondern barrierefrei ausgebaut werden. Radverkehrsanlagen, vor allem Velorouten, sollen so gebaut werden, dass sie auch von Personen auf Dreirädern oder Tandems problemlos genutzt werden können.",0.735757497987218
153,Die Wege müssen immer barriere-frei bleiben. Die Wege müssen immer in Ordnung sein.,Bei größeren Fahrradabstellanlagen (z. B. an U- und S-Bahn-Haltestellen) werden die Bedürfnisse von Dreirad- und Tandemfahrenden ausdrücklich berücksichtigt.,0.4315935960117983
154,Die Polizei soll kontrollieren: Dass Fuß-Wege frei sind.,"Plätze zur zentralen urbanen Begegnung wollen wir so gestalten, dass sie uneingeschränkt und gemeinsam genutzt werden können.",0.4767666290054175
155,Es dürfen keine E-Roller im Weg stehen. Oder Fahrräder. Oder Autos.,"Um Gefährdungen zu vermeiden, wollen wir die Verkehrsflächen für zu Fuß gehende besonders sorgfältig planen und gestalten, weil unter Umständen Fahrzeugverkehr auf Gehwegen und Plätzen störend und gefährlich sein kann.",0.6778429668663584
156,Rad-Wege Neue Rad-Wege sollen besonders breit gebaut werden. Damit auch Dreiräder darauf fahren können.,"Wegebeziehungen sollen ermöglicht werden durch gesicherte Querungen, insbesondere auch bei Radverkehrsanlagen (Fahrradstraßen, Hochbordradwegen, an Bus-Haltestellen usw.). Auch bei Radverkehrsanlagen soll es gesicherte Querungen (z. B. Fußgänger-übergänge (FGÜ) oder Lichtzeichenanlagen (LSA)) sowie Haltelinien für den Radverkehr geben.",0.349604799861509
157,Und Tandems. Das sind Fahrräder: Auf denen zwei Menschen fahren können. Damit Menschen mit Behinderungen die Wege benutzen können. Es soll Zebra-Streifen auf Rad-Wegen geben.,"Dort, wo heute keine ausreichenden Querungen sind, aber ein Bedarf besteht (wie z. B. Fahrradstraße Harvestehuder Weg), soll die Einrichtung von FGÜ bzw. LSA sowie eventuell notwendige flankierende bauliche Maßnahmen ermöglicht werden.",0.6282114964206861
158,Und es soll Ampeln an Rad-Wegen geben. Damit Fuß-Gänger sicherer auf die andere Seite gehen können.,"Regelwerke sind – auch aufbauend auf Verkehrsversuchen – entsprechend zu ergänzen bzw. fortzuschreiben. Bestehende Spielräume in den Regelwerken sollen bereits jetzt zu Gunsten von zu Fuß gehenden genutzt werden. Durch intensive Kontrollen soll gewährleistet werden, dass Fußwege und Plätze von Falschparkern, Fahr-, Motorrädern und E-Tretrollern freigehalten werden.",0.8304128361044422
159,Wohn-Gebiete ohne Autos Hamburg baut Wohn-Gebiete mit wenig Autos.,Park- und Halteverbote an Bushaltestellen sollen das barrierefreie und gefahrlose Zu- und Aussteigen gewährleisten.,0.6384345556698638
160,Menschen mit Behinderungen müssen trotzdem mit dem Auto fahren. Es muss Park-Plätze für Menschen mit einer Schwer-Behinderung geben.,"Bei der Anlage von Quartieren mit reduziertem Pkw-Verkehr ist die Möglichkeit für behinderte Menschen, ihre Ziele erforderlichenfalls mit einem Kraftfahrzeug zu erreichen, weitestgehend sicherzustellen. Ein Angebot an Parkplätzen für schwerbehinderte Menschen muss erhalten bleiben. Um die Sicherheit beim Einsatz neuer alternativer Verkehrsmittel zu gewährleisten, wollen wir erreichen, dass bei der Entwicklung innovativer Systeme und Elemente die Barrierefreiheit stets frühzeitig mitgedacht wird.",0.8180505351270728
161,Die Stadt Hamburg und das Bündnis Verkehrs-Wende - nur mit uns! wollen manchmal unterschiedliche Dinge.,"Die Stadt wird in diesem Sinne auf ihre Partner einwirken. Wir wollen, dass alle Fahrgäste von der Digitalisierung profitieren und die Mobilität für jene erleichtert wird, die keinen Zugang zu digitalen Medien haben. Partnerschaftliches Miteinander Uns ist bewusst, dass es Interessengegensätze und Nutzungskonflikte gibt.",0.725958862971503
162,Aber sie wollen gut zusammen-arbeiten.,Diese wollen wir gemeinsam lösen. Voraussetzung hierfür ist die Stärkung der Kommunikation zwischen allen Beteiligten.,0.5920381512472439
163,Und zusammen gute Lösungen finden.,Bereits in Planungsprozessen wollen wir im engen und respektvollen Austausch voneinander lernen und gemeinsam Lösungen diskutieren und erproben sowie gute Standards vorgeben.,0.7235830424864389
164,Für alle Menschen in Hamburg. Info: Ein Computer hat diesen Text in Leichte Sprache übertragen.,"Wir wollen in folgenden Strukturen zusammenarbeiten: Die Hamburger Verkehrsverbund GmbH (HVV) bietet als Partnerin der Verkehrsunternehmen einerseits und als Mittlerin zu den Fahrgästen andererseits eine gute Voraussetzung für einen konstruktiven Dialog rund um alle Fragen im Bereich des ÖPNV. Hier gibt es zahlreiche Themenfelder, an denen gemeinsam gearbeitet wird.",0.6052413243233287
165,Der Text ist nicht durch Menschen mit Behinderungen geprüft worden.,"Die Interessenvertretungen der Menschen mit Behinderungen werden gemeinsam mit dem HVV, der BVM und der Senatskoordinatorin für die Gleichstellung von Menschen mit Behinderungen (SKbM) weiterhin regelmäßig zusammentreten und gemeinsam Lösungen erarbeiten sowie die Formen der Koordination und Kooperation den stetig wachsenden Herausforderungen entsprechend weiterentwickeln. Die BVM ist sich ihrer politischen Verantwortung für einen barrierefreien ÖPNV bewusst und wird sich aktiv in gemeinsame ÖPNV-Planungsprozesse einbringen und die Rahmenbedingungen für den barrierefreien Ausbau erheblich verbessern. Bei der BVM wird eine Arbeitsgruppe „Inklusive Mobilitätswende"" unter Leitung der Amtsleitung Verkehr eingerichtet, die regelmäßig, mindestens zweimal im Jahr tagt. Die Arbeitsgruppe hat die Aufgabe, darauf hinzuwirken, dass die Belange der Barrierefreiheit bei allen Vorhaben im Rahmen der Mobilitätswende berücksichtigt werden.",0.6702980216844986
166,Sie können hier dazu mehr lesen.,"Der Senator der BVM und die SKbM werden sich einmal im Jahr von der Vertretung des Bündnisses „Mobilitätswende – nur mit uns!“ direkt über die Ergebnisse der Arbeitsgruppe „Inklusive Mobilitätswende"" unterrichten lassen. Behörde für Verkehr und Mobilitätswende Blinden- und Sehbehindertenverein Hamburg e. V. (BSVH) Bund der Schwerhörigen e. V. (BdS) FUSS e. V. Hamburg Landesarbeitsgemeinschaft für behinderte Menschen (LAG) Landes-Seniorenbeirat Hamburg (LSB) Leben mit Behinderung Hamburg Elternverein e. V. Lebenshilfe Landesverband Hamburg e. V. Der PARITÄTISCHE Wohlfahrtsverband Hamburg e. V. Sozialverband Deutschland, SoVD Hamburg Sozialverband VdK Hamburg Rückfragen der Medien Behörde für Verkehr und Mobilitätswende Dennis Heinert Pressesprecher Telefon: 040 42841 3211 Mobil: 0176 42864684 E-Mail: pressestelle@bvm.hamburg.de",-0.10790694893398722
167,Liebe Hamburgerinnen und Hamburger;,"Liebe Hamburgerinnen und Hamburger,",0.7767981315788233
168,Ostern ist ein besonderes Fest: Ostern gibt Hoffnung.,Ostern ist ein christliches Fest der Hoffnung und der Zuversicht.,0.6441143079059952
169,Ostern ist im Frühling: Es wird wieder warm. Und die Pflanzen blühen wieder. Vielen Menschen geht es im Frühling besser: Als im Winter.,"Es fällt in eine Jahreszeit, in der es wieder wärmer wird und die Natur aufblüht.",0.6438679407609098
170,Die Menschen haben mehr Kraft. Auch für schwierige Dinge.,"Das gibt neue Kraft, auch die Schwierigkeiten und Herausforderungen der Zeit anzugehen.",0.8213399402559329
171,Vor kurzer Zeit war der Bürgermeister von Kiew im Rathaus: Vitali Klitschko. Sein Bruder war auch dabei: Der Bruder heißt Wladimir Klitschko.,"Vor wenigen Tagen waren der Bürgermeister der Stadt Kyiv, Vitali Klitschko, und sein Bruder Wladimir zu Gast im Rathaus.",0.6088553181022586
172,"Sie haben erzählt: Den Menschen in der Ukraine geht es sehr schlecht: Weil Russland die Ukraine angegriffen hat. Der Krieg ist schlimm für die Menschen. Deshalb ist es wichtig , dass wir ihnen helfen. Vitali Klitschko hat Danke gesagt.","Sie haben eindrücklich beschrieben, wie die Menschen in der Ukraine unter dem Krieg leiden und wie wichtig es für uns alle in Europa ist, der russischen Aggression entgegenzutreten.",0.8283350801304254
173,Weil die Menschen aus Hamburg helfen.,Und sie haben sich herzlich bedankt für die Solidarität und Unterstützung aus Hamburg.,0.8165739769911623
174,Ich danke Ihnen auch sehr für Ihre Hilfe.,Dem schließe ich mich gerne an: Herzlichen Dank für Ihre Hilfe!,0.6689838435196339
175,Liebe Hamburgerinnen und Hamburger: An Ostern haben wir frei:,"Liebe Hamburgerinnen und Hamburger,",0.2506680868357499
177,Wir können Zeit mit unserer Familie verbringen und mit unseren Freunden Zeit verbringen. Wir können Spaß haben. Und wir sammeln Kraft für die nächste Zeit.,"am Osterwochenende können wir zur Ruhe kommen, die freien Tage mit Familie und Freunden genießen und Kraft tanken für die kommende Zeit.",0.8593699277244796
178,Ich wünsche Ihnen schöne und erholsame Ostertage.,Ich wünsche Ihnen schöne und erholsame Ostertage.,1.0
182,Die Regierungen von Hamburg und Schleswig-Holstein haben sich getroffen.,"Die Zusammenarbeit der Länder sei von Vertrauen und gegenseitiger Unterstützung geprägt, betonten beide Ministerpräsidenten.",0.8449973529467104
183,Sie haben eine Sitzung gemacht. Das heißt: Die Minister und Ministerinnen haben zusammen geredet. Und die Chefs von den beiden Bundes-Ländern.,Teil dieser vertrauensvollen Zusammenarbeit sei der regelmäßige gegenseitige Besuch der Kabinette.,0.671678362745883
184,Hamburgs Chef ist Bürgermeister Tschentscher. Schleswig-Holsteins Chef ist Minister-Präsident Günther. Die Sitzung war in Brunsbüttel. Brunsbüttel ist eine Stadt in Schleswig-Holstein.,"Das diesjährige Gastgeberland Schleswig-Holstein hatte zu einer gemeinsamen Sitzung bei der Brunsbüttel Ports GmbH eingeladen. „Wir haben diesen Ort ganz bewusst ausgewählt, um deutlich zu machen, dass wir bei der Energiewende an einem Strang ziehen“, betonte Günther.",0.5837818442584284
185,Beide Chefs waren zufrieden: Mit der Sitzung. Beide Regierungs-Chefs sagen: Wir arbeiten zusammen. Das haben die Chefs von Hamburg und Schleswig-Holstein besprochen: Sie sind bereit für die Energie-Wende.,"Die Regierungsmitglieder der beiden norddeutschen Länder nutzten das Treffen, um das LNG-Terminal am Elbehafen zu besichtigen und sich von Geschäftsführer Frank Schnabel über das FSRU-Schiff informieren zu lassen. Auf der Pressekonferenz im Anschluss an die gemeinsame Kabinettssitzung betonten beide Regierungschefs, sich künftig noch stärker für die gemeinsamen norddeutschen Interessen gegenüber dem Bund einzusetzen. „Gemeinsam vertreten wir die Interessen Norddeutschlands im Bund und stärken damit unsere Region und den eigenen Standort“, so Günther und Tschentscher.",0.6220938608030152
