,sentence_normal,sentence_leicht,score
67,Für eine Archivauskunft ist eine zeitaufwändige Suche in alten Unterlagen notwendig.,"['Dafür brauchen Sie eine Archiv-Auskunft.', 'Im Archiv gibt es alle alten Papiere und Daten.', 'Deshalb müssen wir oft länger im Archiv suchen.', 'Wann brauche ich eine Archiv-Auskunft?', 'Die Archiv-Auskunft kostet mehr.', 'Wichtig: Für eine Archiv-Auskunft müssen Sie nicht zu uns kommen.']","[0.6832605600357056, 0.6249901056289673, 0.750859260559082, 0.5634984970092773, 0.6148301362991333, 0.5141922831535339]"
68,Gebühren 9 Euro Die Gebühren für Meldebescheinigungen mit Archiv recherche können unterschiedlich sein.,"['Deshalb kostet eine Archiv-Auskunft auch mehr als eine Bescheinigung von den Kunden-Zentren.', 'Jede weitere Melde-Bescheinigung kostet 9 Euro.', 'Melde-Bescheinigungen mit Archiv-Auskunft kosten mehr.']","[0.6104557514190674, 0.6145907640457153, 0.6655395030975342]"
69,Sie kann zum Beispiel für eine Eheschließung oder Verpartnerung benötigt werden.,"['Infos zum Familien-Stand Das bedeutet zum Beispiel: Ob eine Person verheiratet oder geschieden ist.', 'Eine erweiterte Melde-Bescheinigung brauchen Sie zum Beispiel für eine Hochzeit. Oder bei Pass-Angelegenheiten.']","[0.5284385681152344, 0.5811547636985779]"
70,Sie können die Gebühren bar oder mit der EC-Karte und PIN-Nummer bezahlen. Rechtliche Voraussetzungen,"['Sie können mit Bar-Geld bezahlen. Das heißt: Sie können mit Geld-Scheinen und Münzen bezahlen. Oder Sie können auch mit Ihrer EC-Karte bezahlen.', 'Eine EC-Karte ist eine Karte aus Plastik.', 'Die Karte haben Sie bei der Bank für Ihr Konto bekommen.', 'Sie können damit ohne Bar-Geld bezahlen.']","[0.8388450741767883, 0.4887321889400482, 0.49681687355041504, 0.6303225755691528]"
71,Sie können sich aber durch eine bevollmächtigte Person vertreten lassen.,"['Wenn Sie nicht persönlich kommen können, dann kann für Sie jemand anderes mit uns sprechen.', 'Diesem Menschen müssen Sie vertrauen.', 'Auf dem Papier erlauben Sie einem Menschen, etwas für Sie zu tun.', 'Damit erlauben Sie dem Menschen, für Sie zum Amt zu gehen.']","[0.4559175968170166, 0.1895594298839569, 0.4717300534248352, 0.47350016236305237]"
72,Sie richten sich nach den Gebühren für Meldeauskünfte mit Recherche.,['Dort finden Sie weitere Infos zu den Gebühren.'],[0.5474562644958496]
73,"Wenn Sie eine solche Archivauskunft für private Zwecke oder zur Vorlage für Ihre ausländische Rente benötigen, richten Sie Ihre schriftliche Anfrage bitte direkt an das Historische Archiv der Stadt Köln, Eifelwall 5, 50674 Köln.","['Wenn Sie eine Melde-Bescheinigung brauchen, kommen Sie zu uns in ein Kunden-Zentrum in Köln.', 'Eine Archiv-Auskunft brauchen Sie zum Beispiel für Ihre ausländische Rente oder für private Zwecke.', 'Wenn Sie eine Archiv-Auskunft brauchen, dann schreiben Sie uns bitte einen Brief.', 'Schicken Sie den Brief an diese Adresse: Historisches Archiv der Stadt Köln Heumarkt 14 50667 Köln.', 'Schicken Sie den Brief an diese Adresse: Historisches Archiv der Stadt Köln Heumarkt 14 50667 Köln Sie bekommen von uns 1 kosten-freie Melde-Bescheinigung beim Anmelden von Ihrer Wohnung in Köln, beim Ummelden von Ihrer Wohnung in Köln, oder beim Abmelden von Ihrer Wohnung in Köln.']","[0.5033872723579407, 0.6761051416397095, 0.5624952912330627, 0.673255443572998, 0.6724313497543335]"
74,"Wenn neben den reinen Meldedaten weitere Angaben bestätigt werden müssen, stellen wir Ihnen eine erweiterte Meldebescheinigung aus.","['Es gibt verschiedene Melde-Bescheinigungen.', 'Sonst stehen darin keine weiteren Einzelheiten.', 'Für mehr Angaben brauchen Sie eine erweiterte Melde-Bescheinigung.', 'Wann brauche ich eine erweiterte Melde-Bescheinigung?', 'Was brauche ich für eine Melde-Bescheinigung?']","[0.5428882837295532, 0.2903481721878052, 0.8291922807693481, 0.5803987979888916, 0.4940233528614044]"
75,Aus der Bescheinigung muss auch die Eigentümerin oder der Eigentümer der Wohnung hervorgehen.,"['Das Grund-Buch ist eine Liste mit: allen Grund-Stücken, allen Eigentümern.', 'Den Namen von diesem Menschen schreiben Sie auf das Papier.']","[0.46052125096321106, 0.3501644432544708]"
76,"Beachten Sie bitte: Wenn Sie im Bundesgebiet mehrere Wohnungen haben, wird die Wohnung, die vorwiegend benutzt wird, Ihre Hauptwohnung.","['Also einen Wohnsitz, in dem Sie nicht hauptsächlich wohnen.', 'Auch prüfen wir, welche Wohnung die Haupt-Wohnung ist. Und welche die Neben-Wohnung ist.', 'Haupt-Wohnung ist die Wohnung, die Sie hauptsächlich nutzen.', 'Neben-Wohnung ist die Wohnung, die Sie weniger nutzen. Oder die Sie nur für bestimmte Sachen nutzen.']","[0.51603764295578, 0.5867823958396912, 0.7497715950012207, 0.5690124034881592]"
77,Bei einer Abmeldung beziehungsweise einem Auszug ist dies nicht erforderlich.,['Dann müssen Sie die Bestätigung nicht abgeben.'],[0.5082348585128784]
78,"Benötigt werden Personalausweis oder Reisepass, Nationalpass mit Aufenthaltsgenehmigung oder Visum Für Ausländerinnen und Ausländer aus der Europäischen Union genügt der Nationalpass.","['Sie brauchen dazu: Ihren Personal-Ausweis, Oder Ihren Reise-Pass, Oder den Pass von Ihrem Heimat-Land, Und wenn nötig: Eine Erlaubnis für Ihren Aufenthalt in Deutschland. Das schwere Wort dafür ist: Aufenthalts-Genehmigung. Oder Ihr Visum.', 'Ein Visum ist ein Papier in dem steht: Sie dürfen in Deutschland bleiben. die Ausweise von allen Personen, die mit Ihnen umziehen, das Anmelde-Formular Sie müssen das Formular nicht alleine ausfüllen.']","[0.8076306581497192, 0.6699362397193909]"
79,Bescheinigung der Wohnungsgeberin oder des Wohnungsgebers über den Einzug In der Bescheinigung ist der tatsächlich vollzogene Einzug zu bestätigen.,['Bestätigung vom Vermieter oder der Vermieterin.'],[0.6842467784881592]
80,Dann sind eine Vollmacht und zusätzlich ein Personalausweis oder Pass der Vertreterin oder des Vertreters vorzulegen.,"['Dann müssen Sie die Bestätigung im Amt abgeben.', 'Dann müssen Sie uns 1 Auszug vom Grund-Buch zeigen. Oder Ihren Vertrag mit dem Notar.', 'Dann machen Sie einen Notar-Vertrag.', 'Beide Formulare müssen Sie unterschreiben.', 'Eine Vollmacht ist ein Papier.', 'Sie müssen das Papier unterschreiben. Zum Beispiel können Sie Ihrem besten Freund eine Vollmacht schreiben: Damit Ihr Freund Ihren Personal-Ausweis bei der Behörde abholt.', 'Er muss uns auch seinen Personal-Ausweis oder Reise-Pass zeigen.']","[0.5237571597099304, 0.5661686658859253, 0.4397182762622833, 0.49799737334251404, 0.4367966055870056, 0.623421847820282, 0.6452896595001221]"
81,Demnächst können Vermieterinnen und Vermieter den Einzug der Meldebehörde auch elektronisch bestätigen.,"['Neues Melde-Gesetz Seit November 2015 gibt es ein neues Melde-Gesetz. Und es gibt neue Gesetze zum: Anmelden von Ihrem Wohn-Sitz, Ummelden von Ihrem Wohn-Sitz, Abmelden von Ihrem Wohn-Sitz.']",[0.5121029615402222]
82,Die Meldebehörde prüft die von Ihnen abgegebene Erklärung und stellt die Hauptwohnung aufgrund nachprüfbarer Tatbestandsmerkmale fest.,"['Zum Prüfen kann es sein, dass wir uns die Wohnungen ansehen.']",[0.4666685461997986]
83,Die Vorsprache kann auch durch eine bevollmächtigte Person erfolgen.,"['Ein Notar ist eine Person.', 'Dann kann jemand anderes für Sie zu uns kommen.', 'Diesem Menschen müssen Sie vertrauen.', 'Auf dem Papier erlauben Sie einem Menschen, etwas für Sie zu tun.', 'Der Mensch, der für Sie zu uns kommt, muss uns die Vollmacht zeigen.']","[0.47849729657173157, 0.36685988306999207, 0.17478518187999725, 0.44322699308395386, 0.4623199701309204]"
84,Erklärung zum Nebenwohnsitz Das Formular können Sie unter Downloads und Infos herunterladen.,"['Sondern dann müssen Sie diese Papiere abgeben: 1 Auszug aus dem Grund-Buch.', 'Die Formulare sind in Alltags-Sprache.', 'Drucken Sie bitte die Erklärung zum Neben-Wohnsitz und das Formular zum Anmelden von Ihrem 2. Wohnsitz nach dem Ausfüllen aus.']","[0.3575458526611328, 0.2993176579475403, 0.7128282785415649]"
85,"Es besteht die Möglichkeit, eine Anmeldung zum Nebenwohnsitz vorzunehmen.","['Zusätzlich können Sie einen 2. Wohnsitz anmelden.', 'Diesen 2. Wohnsitz nennen wir Neben-Wohnsitz.', 'Sie füllen das Formular zum Anmelden von dem 2. Wohnsitz aus. Und auch die Erklärung zum Neben-Wohnsitz.', 'Wir prüfen nach Ihrer Anmeldung der Wohnung, ob wir diese zur Neben-Wohnung erklären können.', 'Das Anmelden von Ihrem Neben-Wohnsitz ist kostenlos.', 'Die Regeln zum Anmelden von einem Neben-Wohnsitz stehen im Bundes-Melde-Gesetz.']","[0.8071494102478027, 0.5757426619529724, 0.7141636610031128, 0.6832734942436218, 0.7810041904449463, 0.6142880916595459]"
86,"Es reicht nicht aus, den Mietvertrag vorzulegen.",['Sie müssen uns Ihren Vertrag zeigen.'],[0.398928165435791]
87,Gebühren Die Anmeldung ist gebührenfrei. Rechtliche Voraussetzungen Bundesmeldegesetz,"['Das können Sie im Internet tun.', 'Die Abkürzung dafür ist: BMG.']","[0.23687350749969482, 0.1687496304512024]"
88,"Grundbuchauszug, Notarvertrag oder aktueller Grundsteuerbescheid anstelle der Wohnungsgeberbescheinigung, wenn Sie in Ihr Eigenheim einziehen.","['Ihr Name steht im Grund-Buch: Wenn Sie eine Wohnung kaufen. Oder wenn Sie ein Haus kaufen. Oder wenn Sie ein Grund-Stück kaufen.', 'Die Person macht für Sie einen Vertrag. Oder schreibt für Sie eine Urkunde. Zum Beispiel: Wenn Sie ein Haus kaufen.', 'Wenn Sie Ihren Neben-Wohnsitz erfolgreich angemeldet haben, müssen Sie aber eine Steuer für die 2. Wohnung bezahlen.']","[0.5539150238037109, 0.5378479957580566, 0.6053124666213989]"
89,"Ihre Vermieterin oder Ihr Vermieter ist verpflichtet, Ihnen diese Bescheinigung innerhalb von zwei Wochen nach Bezug der Wohnung auszustellen.","['Dann müssen Sie Ihren Wohnsitz innerhalb von 2 Wochen anmelden.', 'Der Vermieter oder die Vermieterin muss die Bestätigung ausfüllen: Sie müssen die Bestätigung 2 Wochen nach Ihrem Umzug ausfüllen.', 'Dafür haben Sie jetzt 2 Wochen Zeit.']","[0.7332466244697571, 0.9043914079666138, 0.34181615710258484]"
90,In der Bescheinigung muss Ihre Wohnungsgeberin oder Ihr Wohnungsgeber Ihnen den tatsächlich vollzogenen Einzug bestätigen.,"['Sie müssen diesem Menschen schriftlich erlauben, für Sie zum Anmelden von Ihrem Wohnsitz zu uns zu kommen. Diese Erlaubnis heißt Vollmacht.']",[0.6123884916305542]
91,In diesem Fall übernehmen wir für Sie gerne die Erstellung des Formulars anhand Ihrer Angaben.,"['Wir helfen Ihnen dabei im Amt.', 'Wenn Sie beim Ausfüllen Hilfe brauchen, fragen Sie uns danach.', 'Mit diesen Formularen und den anderen Unterlagen kommen Sie zu uns.']","[0.37282794713974, 0.6473961472511292, 0.5472303628921509]"
92,Seit dem 1. Januar 2005 wird in Köln die Zweitwohnungssteuer erhoben.,['Dies ist seit dem 1. Januar 2005 in Köln so.'],[0.6549069881439209]
93,Sie kann frühestens ab dem in der Wohnungsgeberbescheinigung bestätigten Einzugstag erfolgen und ist spätestens zwei Wochen nach Bezug der Wohnung vorzunehmen.,['Früher hatten Sie nur 1 Woche Zeit.'],[0.2936394512653351]
94,"Sofern Sie verheiratet oder in einer Lebenspartnerschaft und nicht dauernd getrennt leben, ist die Hauptwohnung regelmäßig die vorwiegend benutzte Wohnung Ihrer Familie oder Ihrer Lebenspartnerin beziehungsweise Ihres Lebenspartners.","['Wenn Sie keine Wohnung mieten, sondern in Ihre eigene Wohnung ziehen. Oder in ein eigenes Haus ziehen.']",[0.49744102358818054]
95,"Wenn Sie eine Wohnung in Köln bezogen haben, sind Sie verpflichtet, sich innerhalb von vierzehn Tagen bei der Meldebehörde anzumelden.",['Sie müssen zu einer dieser Stellen kommen.'],[0.2300676554441452]
96,"Wenn Sie in Köln bereits mit Haupt- oder Nebenwohnsitz gemeldet sind, wird dieses Formular nicht benötigt.","['Sie sind nach Köln gezogen?', 'Erklärung zum Neben-Wohnsitz Sie brauchen diese Erklärung nicht: Wenn Sie in Köln schon einen Haupt-Wohnsitz haben. Oder wenn Sie in Köln schon einen Neben-Wohnsitz haben.', 'Ihren Neben-Wohnsitz melden Sie dort an: im Kunden-Zentrum Innenstadt, in einem der Kunden-Zentren in Köln.']","[0.43619999289512634, 0.8998479843139648, 0.5804056525230408]"
97,"Wenn Sie persönlich vorsprechen und die Anmeldung nicht durch eine bevollmächtigte Person erfolgt, benötigen Sie kein Anmeldeformular.","['Sie können das nämlich nicht selber tun, weil Sie zum Beispiel krank im Bett liegen.']",[0.186242014169693]
98,Wohnungsgeberbescheinigung Laut Bundesmeldegesetz müssen Sie bei einer An- und Ummeldung eine Bescheinigung der Vermieterin oder des Vermieters vorlegen.,['Dazu müssen Sie jetzt immer 1 Bestätigung vom Vermieter oder der Vermieterin abgeben.'],[0.7226749658584595]
99,Auch im Reisepass wird der aktuelle Hauptwohnort eingetragen.,['Das Formular ist in Alltags-Sprache.'],[0.2035973221063614]
100,"Bei einer Änderung im Familienverband benötigen wir die Ausweisdokumente aller Personen, die Ihre Kölner Nebenwohnung zur Hauptwohnung erklären möchten, Erklärung zur Änderung der Hauptwohnung Sie erhalten das Formular unter Downloads und Infos zum Herunterladen.","['Sie brauchen dafür: Eine Erklärung zum Ändern von dem Haupt-Wohnsitz, Ihren Personal-Ausweis oder Reise-Pass, Ausweise von allen Personen, die ihren Haupt-Wohnsitz ändern wollen.', 'Zuerst füllen Sie die Erklärung zum Ändern von dem Haupt-Wohnsitz aus.', 'Die Regeln zum Ändern von einem Wohnsitz stehen im Bundes-Melde-Gesetz.']","[0.7504409551620483, 0.6594342589378357, 0.535342812538147]"
101,"Benötigt werden Personalausweis, Reisepass falls vorhanden oder wenn Sie keinen Personalausweis besitzen.",['Er muss uns auch seinen Personal-Ausweis oder Reise-Pass zeigen.'],[0.662839412689209]
102,Dann sind Vollmacht und zusätzlich Personalausweis oder Pass der Vertreterin oder des Vertreters vorzulegen.,"['Drucken Sie bitte nach dem Ausfüllen die Erklärung aus.', 'Dann müssen Sie die Erklärung unterschreiben.', 'Die Erklärung und Ihren Personal-Ausweis oder Ihren Pass geben Sie uns.', 'Um Ihren Personal-Ausweis zu ändern, müssen Sie ihn uns zeigen.', 'Eine Vollmacht ist ein Papier.', 'Den Namen von diesem Menschen schreiben Sie auf das Papier.', 'Sie müssen das Papier unterschreiben. Zum Beispiel können Sie Ihrem besten Freund eine Vollmacht schreiben: Damit Ihr Freund Ihren Personal-Ausweis bei der Behörde abholt.', 'Diese Person kann auch Ihren Personal-Ausweis für Sie ändern lassen, wenn Sie dies wollen.', 'Dazu muss er uns Ihren alten Personal-Ausweis zeigen. Nein.']","[0.40280094742774963, 0.5149849057197571, 0.7246057391166687, 0.574620246887207, 0.42593804001808167, 0.2458515763282776, 0.6224229335784912, 0.4693463146686554, 0.4298091530799866]"
103,Die Anschrift auf dem Personalausweis und in den Fahrzeugpapieren sowie der Hauptwohnort im Reisepass wird nach der Änderung im Kundenzentrum aktualisiert.,"['Die Adressen von diesen Stellen finden Sie unter den Links bei "" Weitere Infos "" Wenn sich Ihr Haupt-Wohnsitz ändert, ändert sich auch Ihre Adresse.', 'Deshalb müssen Sie Ihre Adresse auf Ihrem Personal-Ausweis ändern.']","[0.645968496799469, 0.6124387979507446]"
104,Eine erneute Einzugsbestätigung Ihres Wohnungsgebers ist dazu nicht erforderlich.,"['Sie müssen diesem Menschen schriftlich erlauben, für Sie zum Ändern von Ihrem Haupt-Wohnsitz zu uns zu kommen. Diese Erlaubnis heißt Vollmacht.']",[0.5471367835998535]
105,Gegebenenfalls erhalten Sie eine entsprechende Mitteilung der Meldebehörde.,"['Wenn Sie beim Ausfüllen Hilfe brauchen, fragen Sie uns danach.']",[0.27563410997390747]
106,"Informationen rund um die Änderung Wenn Sie mehrere Wohnungen im Bundesgebiet bewohnen, ist die vorwiegend benutzte Wohnung zur Hauptwohnung zu erklären.","['Wenn Sie einen Neben-Wohnsitz haben, können Sie ihn in einen Haupt-Wohnsitz ändern lassen.', 'Sie können das tun, wenn Sie den Neben-Wohnsitz nun hauptsächlich nutzen.', 'Die Wohnung, die bis jetzt Ihr Haupt-Wohnsitz war, wird dann Ihr Neben-Wohnsitz.', 'Sie können nur einen Haupt-Wohnsitz, aber mehrere Neben-Wohnsitze haben.', 'Dies können Sie gleichzeitig mit der Änderung von Ihrem Haupt-Wohnsitz tun.', 'Das Ändern von Ihrem Neben-Wohnsitz in den Haupt-Wohnsitz ist kostenlos.']","[0.6540799140930176, 0.545291543006897, 0.5995025634765625, 0.5638108253479004, 0.5575023293495178, 0.5919609069824219]"
107,Nationalpass mit Aufenthaltsgenehmigung oder Visum Für Ausländerinnen und Ausländer aus der Europäischen Union genügt der Nationalpass.,"['Wenn Sie aus dem Ausland kommen, müssen Sie uns auch zeigen: Ihren Pass von dem Land, von dem Sie kommen. Und eine Aufenthalts-Genehmigung oder ein Visum.', 'Das ist eine Erlaubnis, dass Sie in Deutschland wohnen dürfen.']","[0.7772681713104248, 0.45533064007759094]"
108,Sie sind bereits in Köln gemeldet und möchten Ihre Kölner Nebenwohnung zur Hauptwohnung erklären?,"['Dazu können Sie zu uns kommen: ins Kunden-Zentrum Innenstadt, in eines der Kunden-Zentren in Köln.', 'Sie können das nämlich nicht selber tun, weil Sie zum Beispiel krank im Bett liegen.']","[0.49312150478363037, 0.12864789366722107]"
109,Vorsprache Die Vorsprache kann auch durch eine bevollmächtigte Person erfolgen.,"['Sie können das im Internet tun.', 'Dann kann jemand anderes für Sie zu uns kommen.', 'Diesem Menschen müssen Sie vertrauen.', 'Auf dem Papier erlauben Sie einem Menschen, etwas für Sie zu tun.', 'Der Mensch, der für Sie zu uns kommt, muss uns die Vollmacht zeigen.', 'Die Abkürzung dafür ist: BMG.']","[0.1937151849269867, 0.35343819856643677, 0.16921545565128326, 0.4157792925834656, 0.4570254683494568, 0.12852409482002258]"
