,sents_leicht,sents_standard,label
156,Rad-Wege Neue Rad-Wege sollen besonders breit gebaut werden. Damit auch Dreiräder darauf fahren können.,"Wegebeziehungen sollen ermöglicht werden durch gesicherte Querungen, insbesondere auch bei Radverkehrsanlagen (Fahrradstraßen, Hochbordradwegen, an Bus-Haltestellen usw.). Auch bei Radverkehrsanlagen soll es gesicherte Querungen (z. B. Fußgänger-übergänge (FGÜ) oder Lichtzeichenanlagen (LSA)) sowie Haltelinien für den Radverkehr geben.",1
157,Und Tandems. Das sind Fahrräder: Auf denen zwei Menschen fahren können. Damit Menschen mit Behinderungen die Wege benutzen können. Es soll Zebra-Streifen auf Rad-Wegen geben.,"Dort, wo heute keine ausreichenden Querungen sind, aber ein Bedarf besteht (wie z. B. Fahrradstraße Harvestehuder Weg), soll die Einrichtung von FGÜ bzw. LSA sowie eventuell notwendige flankierende bauliche Maßnahmen ermöglicht werden.",1
158,Und es soll Ampeln an Rad-Wegen geben. Damit Fuß-Gänger sicherer auf die andere Seite gehen können.,"Regelwerke sind – auch aufbauend auf Verkehrsversuchen – entsprechend zu ergänzen bzw. fortzuschreiben. Bestehende Spielräume in den Regelwerken sollen bereits jetzt zu Gunsten von zu Fuß gehenden genutzt werden. Durch intensive Kontrollen soll gewährleistet werden, dass Fußwege und Plätze von Falschparkern, Fahr-, Motorrädern und E-Tretrollern freigehalten werden.",1
159,Wohn-Gebiete ohne Autos Hamburg baut Wohn-Gebiete mit wenig Autos.,Park- und Halteverbote an Bushaltestellen sollen das barrierefreie und gefahrlose Zu- und Aussteigen gewährleisten.,1
160,Menschen mit Behinderungen müssen trotzdem mit dem Auto fahren. Es muss Park-Plätze für Menschen mit einer Schwer-Behinderung geben.,"Bei der Anlage von Quartieren mit reduziertem Pkw-Verkehr ist die Möglichkeit für behinderte Menschen, ihre Ziele erforderlichenfalls mit einem Kraftfahrzeug zu erreichen, weitestgehend sicherzustellen. Ein Angebot an Parkplätzen für schwerbehinderte Menschen muss erhalten bleiben. Um die Sicherheit beim Einsatz neuer alternativer Verkehrsmittel zu gewährleisten, wollen wir erreichen, dass bei der Entwicklung innovativer Systeme und Elemente die Barrierefreiheit stets frühzeitig mitgedacht wird.",1
161,Die Stadt Hamburg und das Bündnis Verkehrs-Wende - nur mit uns! wollen manchmal unterschiedliche Dinge.,"Die Stadt wird in diesem Sinne auf ihre Partner einwirken. Wir wollen, dass alle Fahrgäste von der Digitalisierung profitieren und die Mobilität für jene erleichtert wird, die keinen Zugang zu digitalen Medien haben. Partnerschaftliches Miteinander Uns ist bewusst, dass es Interessengegensätze und Nutzungskonflikte gibt.",1
162,Aber sie wollen gut zusammen-arbeiten.,Diese wollen wir gemeinsam lösen. Voraussetzung hierfür ist die Stärkung der Kommunikation zwischen allen Beteiligten.,1
163,Und zusammen gute Lösungen finden.,Bereits in Planungsprozessen wollen wir im engen und respektvollen Austausch voneinander lernen und gemeinsam Lösungen diskutieren und erproben sowie gute Standards vorgeben.,1
164,Für alle Menschen in Hamburg. Info: Ein Computer hat diesen Text in Leichte Sprache übertragen.,"Wir wollen in folgenden Strukturen zusammenarbeiten: Die Hamburger Verkehrsverbund GmbH (HVV) bietet als Partnerin der Verkehrsunternehmen einerseits und als Mittlerin zu den Fahrgästen andererseits eine gute Voraussetzung für einen konstruktiven Dialog rund um alle Fragen im Bereich des ÖPNV. Hier gibt es zahlreiche Themenfelder, an denen gemeinsam gearbeitet wird.",1
165,Der Text ist nicht durch Menschen mit Behinderungen geprüft worden.,"Die Interessenvertretungen der Menschen mit Behinderungen werden gemeinsam mit dem HVV, der BVM und der Senatskoordinatorin für die Gleichstellung von Menschen mit Behinderungen (SKbM) weiterhin regelmäßig zusammentreten und gemeinsam Lösungen erarbeiten sowie die Formen der Koordination und Kooperation den stetig wachsenden Herausforderungen entsprechend weiterentwickeln. Die BVM ist sich ihrer politischen Verantwortung für einen barrierefreien ÖPNV bewusst und wird sich aktiv in gemeinsame ÖPNV-Planungsprozesse einbringen und die Rahmenbedingungen für den barrierefreien Ausbau erheblich verbessern. Bei der BVM wird eine Arbeitsgruppe „Inklusive Mobilitätswende"" unter Leitung der Amtsleitung Verkehr eingerichtet, die regelmäßig, mindestens zweimal im Jahr tagt. Die Arbeitsgruppe hat die Aufgabe, darauf hinzuwirken, dass die Belange der Barrierefreiheit bei allen Vorhaben im Rahmen der Mobilitätswende berücksichtigt werden.",1
167,Liebe Hamburgerinnen und Hamburger;,"Liebe Hamburgerinnen und Hamburger,",1
168,Ostern ist ein besonderes Fest: Ostern gibt Hoffnung.,Ostern ist ein christliches Fest der Hoffnung und der Zuversicht.,1
169,Ostern ist im Frühling: Es wird wieder warm. Und die Pflanzen blühen wieder. Vielen Menschen geht es im Frühling besser: Als im Winter.,"Es fällt in eine Jahreszeit, in der es wieder wärmer wird und die Natur aufblüht.",1
170,Die Menschen haben mehr Kraft. Auch für schwierige Dinge.,"Das gibt neue Kraft, auch die Schwierigkeiten und Herausforderungen der Zeit anzugehen.",1
171,Vor kurzer Zeit war der Bürgermeister von Kiew im Rathaus: Vitali Klitschko. Sein Bruder war auch dabei: Der Bruder heißt Wladimir Klitschko.,"Vor wenigen Tagen waren der Bürgermeister der Stadt Kyiv, Vitali Klitschko, und sein Bruder Wladimir zu Gast im Rathaus.",1
172,"Sie haben erzählt: Den Menschen in der Ukraine geht es sehr schlecht: Weil Russland die Ukraine angegriffen hat. Der Krieg ist schlimm für die Menschen. Deshalb ist es wichtig , dass wir ihnen helfen. Vitali Klitschko hat Danke gesagt.","Sie haben eindrücklich beschrieben, wie die Menschen in der Ukraine unter dem Krieg leiden und wie wichtig es für uns alle in Europa ist, der russischen Aggression entgegenzutreten.",1
173,Weil die Menschen aus Hamburg helfen.,Und sie haben sich herzlich bedankt für die Solidarität und Unterstützung aus Hamburg.,1
174,Ich danke Ihnen auch sehr für Ihre Hilfe.,Dem schließe ich mich gerne an: Herzlichen Dank für Ihre Hilfe!,1
177,Wir können Zeit mit unserer Familie verbringen und mit unseren Freunden Zeit verbringen. Wir können Spaß haben. Und wir sammeln Kraft für die nächste Zeit.,"am Osterwochenende können wir zur Ruhe kommen, die freien Tage mit Familie und Freunden genießen und Kraft tanken für die kommende Zeit.",1
178,Ich wünsche Ihnen schöne und erholsame Ostertage.,Ich wünsche Ihnen schöne und erholsame Ostertage.,1
182,Die Regierungen von Hamburg und Schleswig-Holstein haben sich getroffen.,"Die Zusammenarbeit der Länder sei von Vertrauen und gegenseitiger Unterstützung geprägt, betonten beide Ministerpräsidenten.",1
183,Sie haben eine Sitzung gemacht. Das heißt: Die Minister und Ministerinnen haben zusammen geredet. Und die Chefs von den beiden Bundes-Ländern.,Teil dieser vertrauensvollen Zusammenarbeit sei der regelmäßige gegenseitige Besuch der Kabinette.,1
184,Hamburgs Chef ist Bürgermeister Tschentscher. Schleswig-Holsteins Chef ist Minister-Präsident Günther. Die Sitzung war in Brunsbüttel. Brunsbüttel ist eine Stadt in Schleswig-Holstein.,"Das diesjährige Gastgeberland Schleswig-Holstein hatte zu einer gemeinsamen Sitzung bei der Brunsbüttel Ports GmbH eingeladen. „Wir haben diesen Ort ganz bewusst ausgewählt, um deutlich zu machen, dass wir bei der Energiewende an einem Strang ziehen“, betonte Günther.",1
185,Beide Chefs waren zufrieden: Mit der Sitzung. Beide Regierungs-Chefs sagen: Wir arbeiten zusammen. Das haben die Chefs von Hamburg und Schleswig-Holstein besprochen: Sie sind bereit für die Energie-Wende.,"Die Regierungsmitglieder der beiden norddeutschen Länder nutzten das Treffen, um das LNG-Terminal am Elbehafen zu besichtigen und sich von Geschäftsführer Frank Schnabel über das FSRU-Schiff informieren zu lassen. Auf der Pressekonferenz im Anschluss an die gemeinsame Kabinettssitzung betonten beide Regierungschefs, sich künftig noch stärker für die gemeinsamen norddeutschen Interessen gegenüber dem Bund einzusetzen. „Gemeinsam vertreten wir die Interessen Norddeutschlands im Bund und stärken damit unsere Region und den eigenen Standort“, so Günther und Tschentscher.",1
186,Die Energie-Wende ist ein neues System für die Energie-Versorgung. Die Energie soll umweltfreundlich sein. Beide Länder wollen mehr Wasser-Stoff nutzen.,"Beide Länder waren sich einig, dass die Bedeutung der Nutzung von Wasserstoff weiter steigen werde. Deshalb fordere man den Bund auf, Hamburg und Schleswig-Holstein frühzeitig an das vom Fernleitungsnetzbetreiber Gasunie entstehende europäische Wasserstofffernleitungsnetz „HyPerLink III“ anzubinden. „Der Norden ist die Zukunftsregion für Produktion, Nutzung und die Verteilung von grünem Wasserstoff in Deutschland“, so Bürgermeister Tschentscher.",1
187,Das ist wichtig für die Energie-Wende. Wasser-Stoff ist Ersatz für: Erdgas Öl,Die von Ellund an der deutsch-dänischen Grenze bis nach Heidenau südlich der Elbe geplante Wasserstoffleitung sei entscheidend für das Gelingen der Energiewende.,1
189,Die Bundes-Regierung soll Hamburg und Schleswig-Holstein helfen: Die Städte sollen früh an das Wasser-Stoff-Netz angeschlossen werden.,"Daneben wolle man bei der vom Bund angestrebten Entwicklung einer nationalen Hafenstrategie die Interessen der beiden norddeutschen Länder rechtzeitig platzieren. „Mit der nationalen Hafenstrategie bietet sich den Küstenländern die Chance, wichtige Schwerpunkte der Hafenpolitik und vor allem des künftigen Engagements des Bundes mitzugestalten“, so Günther.",1
190,Das Netz heißt: HyPerLink 3. Der Name ist englisch. Es gibt das Netz in Europa.,"Bürgermeister Tschentscher sagte: „Die Folgen des völkerrechtswidrigen Angriffskrieges gegen die Ukraine haben deutlich gemacht, dass der Anschluss an die Weltmärkte auch eine Frage nationaler Souveränität und Sicherheit ist.",1
191,Die Industrie in Nord-Deutschland braucht viel Wasser-Stoff. Hamburg und Schleswig-Holstein haben auch über andere Themen gesprochen.,Dieser Bedeutung wird das aktuelle Engagement des Bundes nicht gerecht.“ Weiterhin wolle man die wehrtechnische Industrie in Hamburg und Schleswig-Holstein stärken. Der russische Angriffskrieg habe den Blick wieder auf die Landes- und Bündnisverteidigung gelenkt und die Bedeutung einer gut ausgerüsteten Bundeswehr vor Augen geführt.,1
193,Die Digitalisierung Digitalisierung heißt: Man macht etwas mit Computer und Internet.,"Zur Digitalisierung, die ebenfalls auf der Tagesordnung stand, sagten Günther und Tschentscher: „Hamburg und Schleswig-Holstein werden im Bereich der Verwaltungsdigitalisierung und bei der Umsetzung des OZG weiter eng zusammenarbeiten“, Wichtige Verwaltungsleistungen seien im Norden für die Nachnutzung in der gesamten Bundesrepublik entwickelt worden.",1
194,Über die Zusammen-Arbeit bei Verkehrs-Projekten: Wenn Bahn-Gleise gebaut werden. Oder die Autobahn A 23 weiter gebaut wird Oder der Nord-Ost-See-Kanal.,"So für das Wohngeld und die Wohnsitzanmeldung. „Diese bundesweite Vorreiterfunktion wollen wir weiterhin im engen Schulterschluss wahrnehmen.“ Weiteres Thema der Kabinettssitzung war die Zusammenarbeit bei Infrastrukturprojekten wie dem Ausbau des Schienennetzes, der A 23 oder des Nord-Ostsee-Kanals.",1
195,Über Politik für die Industrie.,Auch Innovationen und Industriepolitik standen auf der Tagesordnung. Rückfragen der Medien,1
198,Am 31. März sind der König und die Königin von Groß-Britannien in Hamburg. Der Bürgermeister von Hamburg hat den König und die Königin eingeladen. Sie kommen auch ins Rathaus von Hamburg. Das sind wichtige Themen für den Besuch:,Erster Bürgermeister Dr. Peter Tschentscher: „Der Besuch von König Charles III. und seiner Gemahlin Camilla ist ein Zeichen der Verbundenheit zwischen Deutschland und Großbritannien in schwierigen Zeiten.,1
199,Der Klima-Schutz Das Gedenken an die Opfer vom Zweiten Welt-Krieg Das ist das Programm von dem Besuch Am Freitag kommen der König und die Königin.,"Dass das Königspaar neben der Hauptstadt auch Hamburg besucht, ist eine große Ehre für die Hansestadt und ein starker Impuls für unsere wirtschaftlichen, wissenschaftlichen und kulturellen Beziehungen zum Vereinigten Königreich.",1
200,Sie fahren von Berlin nach Hamburg: Mit dem Zug. Auch Bundes-Präsident Steinmeier ist dabei.,"Wir freuen uns auch, Bundespräsident Steinmeier und Elke Büdenbender wieder in Hamburg zu begrüßen.",1
201,Und seine Frau.,Es wird ein besonderer Tag für unsere Stadt.“,1
202,Dammtor Bahn-Hof und Denkmal Der Erste Bürgermeister Peter Tschentscher und seine Frau begrüßen sie: Am Bahnhof Dammtor. Gemeinsam gehen sie zu einem Denkmal.,Der Erste Bürgermeister und Eva Maria Tschentscher begrüßen König Charles III. und Königin-Gemahlin Camilla sowie Bundespräsident Frank-Walter Steinmeier und Elke Büdenbender am Freitagmittag bei ihrer Ankunft im Bahnhof Dammtor.,1
203,Das Denkmal heißt: Kinder-Transport – Der letzte Abschied Das Denkmal soll an die Nazi-Zeit erinnern. Kinder wurden nach England gebracht. Damit sie in Sicherheit sind.,Gemeinsam besuchen sie das Denkmal „Kindertransport – Der letzte Abschied“. Am Londoner Bahnhof Liverpool Street steht das Pendant zum Hamburger Denkmal: das von König Charles eingeweihte Denkmal „Kindertransport – Die Ankunft“.,1
204,Mahnmal St. Nikolai Danach gehen sie zum Mahnmal St. Nikolai.,Im Anschluss folgt eine Kranzniederlegung am Mahnmal St. Nikolai.,1
205,St. Nikolai war früher eine Kirche. Heute steht nur noch der Kirch-Turm. Im Krieg wurde die Kirche zerstört. Britische und Amerikanische Flugzeuge haben Bomben geworfen: Auf die Kirche.,Die ehemalige Hauptkirche St. Nikolai wurde während britischer und amerikanischer Luftangriffe im Jahr 1943 zerstört.,1
206,"Rathaus Hamburg Danach fahren der König und die Königin zum Rathaus. Die Menschen können das Paar auf dem Rathaus-Markt sehen: Am Freitag, 31. März um 13 Uhr mittags.","Gegen 13:00 Uhr haben die Hamburgerinnen und Hamburger die Gelegenheit, die Ankunft des Königspaares auf dem Rathausmarkt mitzuerleben.",1
210,Danach gehen sie ins Rathaus. Sie schreiben in das Goldene Buch. Das ist eine Art Gäste-Buch von der Stadt Hamburg. Boots-Fahrt mit König Charles,Danach trägt sich das Königspaar in das Goldene Buch der Stadt ein.,1
211,Am Nachmittag fahren Hamburgs Bürgermeister und der König mit einem Boot. Der Bundes-Präsident fährt auch mit. Mit dabei sind wichtige Mitarbeiter vom Hafen. Sie sprechen über:,"Am Nachmittag sprechen Bürgermeister Tschentscher, Bundespräsident Steinmeier und der König während einer Hafenrundfahrt mit Vertreterinnen und Vertretern des Hafens über die Dekarbonisierung der maritimen Wirtschaft, die Förderung der regenerativen Energien und der Wasserstofftechnologie sowie die umwelt- und klimagerechte Transformation der Industrie.",1
218,Die Frau vom Bundes-Präsidenten auch. Die Schule heißt: Rudolf-Roß-Grund-Schule. Die Schule unterrichtet auf Deutsch. Und auf Englisch.,"Währenddessen besucht die Königin-Gemahlin gemeinsam mit Elke Büdenbender und Eva Maria Tschentscher die Rudolf-Roß-Grundschule, die bilingual auf Deutsch und Englisch unterrichtet.",1
219,Dort treffen sie Axel Scheffler. Er schreibt Bücher für Kinder. Und er zeichnet die Bilder.,Dort begegnen sie unter anderem den Illustrator Axel Scheffler.,1
220,Für die Bücher. Er wurde in Hamburg geboren. Er lebt jetzt in London. Er ist besonders bekannt für seine Bilder im Buch: Der Grüffelo.,Der in Hamburg geborene Kinderbuchautor und Illustrator lebt in London und ist insbesondere für seine Illustration im Kinderbuch „Der Grüffelo“ bekannt.,1
221,Empfang von der Botschaft von Groß-Britannien Die Botschaft von Groß-Britannien hat einen Empfang organisiert.,Der Staatsbesuch endet mit einem Empfang auf Einladung der Britischen Botschaft. Kurzprogramm Hamburg,1
223,Nach dem Empfang geht der Besuch zu Ende. Der König und die Königin fliegen zurück: Nach London.,"Nachmittags, Rudolf-Roß-Grundschule Besuch von Elke Büdenbender und Königin-Gemahlin Camilla in der Grundschule",1
225,Der Text ist nicht durch Menschen mit Behinderungen geprüft worden.,Die Akkreditierung für die Termine des Staatsbesuchs ist abgeschlossen. Rückfragen der Medien,1
227,Die Stadt Hamburg braucht Geld für viele Sachen.,"Sehr geehrte Frau Präsidentin, sehr geehrte Damen und Herren, der Haushalt, den wir heute beraten, ist ein starkes Fundament für die Arbeit von Senat und Bürgerschaft in den nächsten zwei Jahren. Er ist ein starkes Fundament für die Arbeit in schweren Zeiten.",1
